dataset,seed,method,tau,alpha,beta,AA,Macro_F1,OA,Kappa,NLL
Pingan,3407,Original_LTLC,0.0,0.0,,0.7468555044009366,0.709759580689169,0.8771791502409111,0.816637213832523,2.569313179365171
Pingan,3407,Original_LTLC,0.0,0.25,,0.7468555044009366,0.709759580689169,0.8771791502409111,0.816637213832523,2.569313179365171
Pingan,3407,Original_LTLC,0.0,0.5,,0.7468555044009366,0.709759580689169,0.8771791502409111,0.816637213832523,2.569313179365171
Pingan,3407,Original_LTLC,0.0,0.75,,0.7468555044009366,0.709759580689169,0.8771791502409111,0.816637213832523,2.569313179365171
Pingan,3407,Original_LTLC,0.0,1.0,,0.7468555044009366,0.709759580689169,0.8771791502409111,0.816637213832523,2.569313179365171
Pingan,3407,Original_LTLC,0.0,1.5,,0.7468555044009366,0.709759580689169,0.8771791502409111,0.816637213832523,2.569313179365171
Pingan,3407,Original_LTLC,0.0,2.0,,0.7468555044009366,0.709759580689169,0.8771791502409111,0.816637213832523,2.569313179365171
Pingan,3407,Original_LTLC,0.25,0.0,,0.752963994451262,0.7080699136900017,0.8768579354650314,0.8163004272534432,2.575343787336693
Pingan,3407,Original_LTLC,0.25,0.25,,0.7551254416398316,0.7071552029757238,0.8769455394948168,0.8164639342441741,2.5774303164864407
Pingan,3407,Original_LTLC,0.25,0.5,,0.7564745758333139,0.7057642077569681,0.8767995327785079,0.8162823437260703,2.5798105397347446
Pingan,3407,Original_LTLC,0.25,0.75,,0.7558307314133368,0.7019404384360751,0.8763031099430574,0.8155789782175075,2.5824912932806514
Pingan,3407,Original_LTLC,0.25,1.0,,0.7574706633473968,0.699749062220506,0.8760110965104395,0.8151841069212383,2.5854792333566623
Pingan,3407,Original_LTLC,0.25,1.5,,0.7610231462756227,0.6963594149671769,0.8757190830778215,0.8148434700824035,2.59240306306571
Pingan,3407,Original_LTLC,0.25,2.0,,0.7606325399730794,0.6889776712181704,0.874813841436706,0.8135697550964585,2.600637031665949
Pingan,3407,Original_LTLC,0.5,0.0,,0.7567965215585681,0.7015563201199532,0.8760987005402249,0.8153472528517398,2.584674096608585
Pingan,3407,Original_LTLC,0.5,0.25,,0.7603516507069508,0.698630785815524,0.8757774857643451,0.8149581555835232,2.591105101589178
Pingan,3407,Original_LTLC,0.5,0.5,,0.7607128016183271,0.6909787638926097,0.8748722441232296,0.81368197226946,2.598802496363099
Pingan,3407,Original_LTLC,0.5,0.75,,0.7609169738181993,0.6855918700774251,0.8743174186012557,0.8129094548736714,2.607821957093121
Pingan,3407,Original_LTLC,0.5,1.0,,0.7604928485100156,0.6788177920387899,0.8732077675573077,0.8113375473708474,2.6182305437295046
Pingan,3407,Original_LTLC,0.5,1.5,,0.7612075852269714,0.6686718580849168,0.8716016936779092,0.8091000854788916,2.6435418818102465
Pingan,3407,Original_LTLC,0.5,2.0,,0.7588233024090996,0.6570920325504245,0.8691779821871806,0.8056537736982166,2.67547236729164
Pingan,3407,Original_LTLC,0.75,0.0,,0.7614334013400572,0.6941174802358077,0.8751350562125858,0.8140855615172875,2.5973762544946837
Pingan,3407,Original_LTLC,0.75,0.25,,0.7609347022911381,0.6841353476587463,0.8737625930792816,0.8121450051282852,2.6105696060271772
Pingan,3407,Original_LTLC,0.75,0.5,,0.7604484407282739,0.6753915947066197,0.8725069353190247,0.8103792901585299,2.626850317424344
Pingan,3407,Original_LTLC,0.75,0.75,,0.7615592692084611,0.6678442407476007,0.8715140896481238,0.8090083732433769,2.646489078221797
Pingan,3407,Original_LTLC,0.75,1.0,,0.7593341209384975,0.658262884181726,0.8694407942765368,0.8060444203027003,2.669802778718069
Pingan,3407,Original_LTLC,0.75,1.5,,0.7564339951832956,0.6448332494857276,0.8660242371149073,0.8012048588360309,2.7288039838062192
Pingan,3407,Original_LTLC,0.75,2.0,,0.7497958807294762,0.6321610401138741,0.8618484450284714,0.7952372575240454,2.806695984166802
Pingan,3407,Original_LTLC,1.0,0.0,,0.7617323955403175,0.6838061401992795,0.8736165863629727,0.8119699588777073,2.6135057635136985
Pingan,3407,Original_LTLC,1.0,0.25,,0.761322745449967,0.6713167865293933,0.8718353044240035,0.8094572894273866,2.636098489166973
Pingan,3407,Original_LTLC,1.0,0.5,,0.7601215730076939,0.6604880413657737,0.86982041173894,0.8066145752855279,2.664767379218073
Pingan,3407,Original_LTLC,1.0,0.75,,0.7589357825366354,0.6503309847704746,0.8675719083077822,0.8034273568838539,2.700284167003589
Pingan,3407,Original_LTLC,1.0,1.0,,0.7557733905049997,0.6418962773954389,0.8652650021901007,0.8001545099444703,2.7434572975556195
Pingan,3407,Original_LTLC,1.0,1.5,,0.7405796267870304,0.6202092110548827,0.8583734851803183,0.7902969639152563,2.8565381052990335
Pingan,3407,Original_LTLC,1.0,2.0,,0.7236641432579757,0.5983942538255866,0.8501095050372317,0.7786534633846827,3.0133636180957577
Pingan,3407,Original_LTLC,1.25,0.0,,0.7616455374899083,0.6736780754513568,0.8720981165133597,0.8098607274269164,2.6331549583209486
Pingan,3407,Original_LTLC,1.25,0.25,,0.7606103271746394,0.6597429093281599,0.8696452036793693,0.8064034686066736,2.668124029676046
Pingan,3407,Original_LTLC,1.25,0.5,,0.7587906127737414,0.6469085697674368,0.8666666666666667,0.8021561093283069,2.713666438622453
Pingan,3407,Original_LTLC,1.25,0.75,,0.7536209525194986,0.6358061771122614,0.8635421229376551,0.7977259014100139,2.7713920151029714
Pingan,3407,Original_LTLC,1.25,1.0,,0.7468820996803769,0.6247239341605961,0.8593663308512192,0.7917631029930882,2.843222782892515
Pingan,3407,Original_LTLC,1.25,1.5,,0.7226810197388691,0.5953363704708268,0.8489998539932837,0.7771604032724462,3.0390113575632918
Pingan,3407,Original_LTLC,1.25,2.0,,0.7012071564848567,0.5732687836643162,0.8385749744488247,0.7625145621792676,3.310021985600957
Pingan,3407,Original_LTLC,1.5,0.0,,0.7615385026199648,0.6640388664009931,0.870521243977223,0.8076761955400895,2.6564703667603835
Pingan,3407,Original_LTLC,1.5,0.25,,0.7594172410401745,0.6487783057069406,0.8670754854723317,0.8027758664161854,2.7071866082318508
Pingan,3407,Original_LTLC,1.5,0.5,,0.7537181726986034,0.6348847804655741,0.8632501095050372,0.7973314905709794,2.774805823896387
Pingan,3407,Original_LTLC,1.5,0.75,,0.7458742003777757,0.6214469223586276,0.8584902905533655,0.7905854973819922,2.862669601092785
Pingan,3407,Original_LTLC,1.5,1.0,,0.729950101510844,0.6032591101253265,0.8519199883194627,0.7812603793969224,2.9751360833662
Pingan,3407,Original_LTLC,1.5,1.5,,0.7032933654343319,0.5734128763672783,0.8390129945977515,0.7631416432085736,3.282420894841776
Pingan,3407,Original_LTLC,1.5,2.0,,0.6859146726643065,0.5554917385079957,0.8272448532632501,0.7468627577077831,3.6837717327104498
Pingan,3407,Original_LTLC,1.75,0.0,,0.761230673658096,0.6560549659257261,0.8684771499488977,0.8047958675834328,2.6836398016174696
Pingan,3407,Original_LTLC,1.75,0.25,,0.7564812266226868,0.638353848136038,0.8643013578624616,0.7988580389690964,2.7538828491088676
Pingan,3407,Original_LTLC,1.75,0.5,,0.7495142718971938,0.6238404281994706,0.8593079281646956,0.791786910787696,2.849887211473853
Pingan,3407,Original_LTLC,1.75,0.75,,0.7311862793196411,0.6024138948291309,0.8516863775733684,0.7809804468045423,2.9782693495705113
Pingan,3407,Original_LTLC,1.75,1.0,,0.7143977305384073,0.5839922284208983,0.8442692363848737,0.7705588890689664,3.1443754794711136
Pingan,3407,Original_LTLC,1.75,1.5,,0.6892358654973098,0.5574901670707313,0.8294933566944079,0.7499679533071136,3.5786699870695022
Pingan,3407,Original_LTLC,1.75,2.0,,0.6678350134419494,0.5366182888192476,0.8141334501387064,0.7289118387284527,4.126373807905611
Pingan,3407,Original_LTLC,2.0,0.0,,0.7598643955552318,0.6473369344175401,0.8665790626368813,0.8021223485108319,2.714873245197483
Pingan,3407,Original_LTLC,2.0,0.25,,0.7517891300532844,0.628693132358012,0.8610892101036648,0.79431496509502,2.808980486863025
Pingan,3407,Original_LTLC,2.0,0.5,,0.7361295501374137,0.6061719350444016,0.8536136662286465,0.7837117458799928,2.941324380077506
Pingan,3407,Original_LTLC,2.0,0.75,,0.7190832660380708,0.5866064772203666,0.845203679369251,0.7719161090205817,3.1214190964106545
Pingan,3407,Original_LTLC,2.0,1.0,,0.7022450847444384,0.5692641927501889,0.8365016790772376,0.759730350839386,3.349141620084506
Pingan,3407,Original_LTLC,2.0,1.5,,0.6777913917112658,0.5443053570972769,0.820032121477588,0.7370215955026028,3.922146525932448
Pingan,3407,Original_LTLC,2.0,2.0,,0.6539463437732204,0.5185910825771745,0.8009636443276391,0.7111494482557066,4.6373700494605306
Pingan,3407,Standard_LA,0.0,,,0.7468555044009366,0.709759580689169,0.8771791502409111,0.816637213832523,2.569313179365171
Pingan,3407,Standard_LA,0.25,,,0.752963994451262,0.7080699136900017,0.8768579354650314,0.8163004272534432,2.575343787336693
Pingan,3407,Standard_LA,0.5,,,0.7567965215585681,0.7015563201199532,0.8760987005402249,0.8153472528517398,2.584674096608585
Pingan,3407,Standard_LA,0.75,,,0.7614334013400572,0.6941174802358077,0.8751350562125858,0.8140855615172875,2.5973762544946837
Pingan,3407,Standard_LA,1.0,,,0.7617323955403175,0.6838061401992795,0.8736165863629727,0.8119699588777073,2.6135057635136985
Pingan,3407,Standard_LA,1.25,,,0.7616455374899083,0.6736780754513568,0.8720981165133597,0.8098607274269164,2.6331549583209486
Pingan,3407,Standard_LA,1.5,,,0.7615385026199648,0.6640388664009931,0.870521243977223,0.8076761955400895,2.6564703667603835
Pingan,3407,Standard_LA,1.75,,,0.761230673658096,0.6560549659257261,0.8684771499488977,0.8047958675834328,2.6836398016174696
Pingan,3407,Standard_LA,2.0,,,0.7598643955552318,0.6473369344175401,0.8665790626368813,0.8021223485108319,2.714873245197483
Qingyun,42,Original_LTLC,0.0,0.0,,0.7638322808613521,0.7018945170739306,0.7413316538959449,0.6631432331355005,5.748202758366621
Qingyun,42,Original_LTLC,0.0,0.25,,0.7638322808613521,0.7018945170739306,0.7413316538959449,0.6631432331355005,5.748202758366621
Qingyun,42,Original_LTLC,0.0,0.5,,0.7638322808613521,0.7018945170739306,0.7413316538959449,0.6631432331355005,5.748202758366621
Qingyun,42,Original_LTLC,0.0,0.75,,0.7638322808613521,0.7018945170739306,0.7413316538959449,0.6631432331355005,5.748202758366621
Qingyun,42,Original_LTLC,0.0,1.0,,0.7638322808613521,0.7018945170739306,0.7413316538959449,0.6631432331355005,5.748202758366621
Qingyun,42,Original_LTLC,0.0,1.5,,0.7638322808613521,0.7018945170739306,0.7413316538959449,0.6631432331355005,5.748202758366621
Qingyun,42,Original_LTLC,0.0,2.0,,0.7638322808613521,0.7018945170739306,0.7413316538959449,0.6631432331355005,5.748202758366621
Qingyun,42,Original_LTLC,0.25,0.0,,0.7670046537078138,0.7015672260090597,0.7398971344599559,0.6617113052762646,5.791056197548952
Qingyun,42,Original_LTLC,0.25,0.25,,0.7679362400581781,0.7013071201241665,0.7396172282285435,0.6614640928277081,5.799929077987713
Qingyun,42,Original_LTLC,0.25,0.5,,0.7680374624781234,0.7010423283785738,0.7391973688814247,0.6610028384070885,5.808964781001724
Qingyun,42,Original_LTLC,0.25,0.75,,0.7685175076438798,0.7008815154230553,0.738777509534306,0.6605528452612064,5.818171924143845
Qingyun,42,Original_LTLC,0.25,1.0,,0.7682865759896167,0.699063642973487,0.7384626150239669,0.6602473974854253,5.8275603124144375
Qingyun,42,Original_LTLC,0.25,1.5,,0.7684580246110461,0.6963328218762173,0.737587908050803,0.6593300355865205,5.846926905642945
Qingyun,42,Original_LTLC,0.25,2.0,,0.7674655388693066,0.6938363652101938,0.7367481893565655,0.6584529110316911,5.867173302601206
Qingyun,42,Original_LTLC,0.5,0.0,,0.7682566278486876,0.6998903903541899,0.7378328260032889,0.6595570189183521,5.83738952747526
Qingyun,42,Original_LTLC,0.5,0.25,,0.7680603220740362,0.6975340721944759,0.7369931073090514,0.6586753854299645,5.856913880010065
Qingyun,42,Original_LTLC,0.5,0.5,,0.7679182739462472,0.6945646202061869,0.7362583534515937,0.6579376158495994,5.877269260945454
Qingyun,42,Original_LTLC,0.5,0.75,,0.7692223588606635,0.692665048333657,0.7354536230362828,0.6571721784824811,5.89857515951566
Qingyun,42,Original_LTLC,0.5,1.0,,0.7684256527075606,0.6859714207603441,0.7343339981106329,0.6559771037032459,5.920988412638542
Qingyun,42,Original_LTLC,0.5,1.5,,0.7667685843545796,0.6730420969469787,0.7320597599804065,0.6536000980394917,5.97001800665189
Qingyun,42,Original_LTLC,0.5,2.0,,0.7647459887510744,0.6499838978300374,0.7292606976662818,0.6507116744930878,6.026755547016065
Qingyun,42,Original_LTLC,0.75,0.0,,0.7685030468395725,0.6961662256628999,0.7360134354991078,0.6577425046403287,5.887684055804961
Qingyun,42,Original_LTLC,0.75,0.25,,0.7693566893651685,0.6925503490435991,0.7345089395052657,0.6562040683116251,5.920176122735363
Qingyun,42,Original_LTLC,0.75,0.5,,0.768167752033977,0.6837400657652782,0.7328644903957174,0.6544668912192345,5.955169573385825
Qingyun,42,Original_LTLC,0.75,0.75,,0.7666125273835016,0.6741662713692836,0.7312200412861691,0.652797495399373,5.993379728601202
Qingyun,42,Original_LTLC,0.75,1.0,,0.7675149199114566,0.6592997815044287,0.7292956859452083,0.6508448354242521,6.0358294008163895
Qingyun,42,Original_LTLC,0.75,1.5,,0.7612043471789787,0.6213014424345494,0.7236975613169588,0.6449289821803474,6.138803679380135
Qingyun,42,Original_LTLC,0.75,2.0,,0.7566781789894983,0.5974399340116378,0.718519296035828,0.6397790911976892,6.273842516706681
Qingyun,42,Original_LTLC,1.0,0.0,,0.7697751396319931,0.6924765599378544,0.733459291137469,0.6551180397200351,5.942505186150082
Qingyun,42,Original_LTLC,1.0,0.25,,0.7675528166262219,0.6817232401135396,0.7313599944018754,0.6529605074919433,5.991090276654884
Qingyun,42,Original_LTLC,1.0,0.5,,0.7681697218834854,0.6672704318143398,0.7289458031559427,0.6504978645662812,6.0458907849593375
Qingyun,42,Original_LTLC,1.0,0.75,,0.7651992323509664,0.6413666154824332,0.7253769987054337,0.646705118771032,6.1095806175627425
Qingyun,42,Original_LTLC,1.0,1.0,,0.7627378688696226,0.6175600175833466,0.7219831356495574,0.6433151904612382,6.185372110815965
Qingyun,42,Original_LTLC,1.0,1.5,,0.7511879801578588,0.589358436452662,0.714390679122494,0.6355660226067725,6.3826531786953264
Qingyun,42,Original_LTLC,1.0,2.0,,0.7351837399910061,0.5710464849304904,0.7037542423288199,0.6243006081044954,6.650931420992957
Qingyun,42,Original_LTLC,1.25,0.0,,0.7675390087878681,0.6856467584076946,0.7306952171022707,0.6522828600929289,6.002531834865653
Qingyun,42,Original_LTLC,1.25,0.25,,0.7676693222314078,0.6680021614076613,0.7276162485567335,0.6490992157170259,6.07154784721703
Qingyun,42,Original_LTLC,1.25,0.5,,0.765704073906952,0.6366828815512845,0.7233126902487667,0.6446202878288497,6.154196632279298
Qingyun,42,Original_LTLC,1.25,0.75,,0.7631733749863758,0.6102652296617341,0.718834190546167,0.6401873209207614,6.2564772581129295
Qingyun,42,Original_LTLC,1.25,1.0,,0.7547520782150183,0.5928406173384887,0.7144256674014205,0.6357198876569703,6.382794490806391
Qingyun,42,Original_LTLC,1.25,1.5,,0.7317134726786946,0.5674109590297803,0.6995556488576327,0.6197103900517094,6.719605770924995
Qingyun,42,Original_LTLC,1.25,2.0,,0.7068758249222716,0.5503314411805789,0.6819915328364998,0.6006696686139761,7.190749050720347
Qingyun,42,Original_LTLC,1.5,0.0,,0.7686421762058964,0.6768577757430817,0.7278261782302928,0.6493507094460392,6.068574959843965
Qingyun,42,Original_LTLC,1.5,0.25,,0.7692088118290621,0.6464518774458331,0.7233476785276932,0.6447682579317763,6.16398574855873
Qingyun,42,Original_LTLC,1.5,0.5,,0.7638575286018753,0.61086760601211,0.7175396242258844,0.638877606866684,6.2853400912408155
Qingyun,42,Original_LTLC,1.5,0.75,,0.7535068081308306,0.5900931994727596,0.7119414995976348,0.6331695511383458,6.4407779501481475
Qingyun,42,Original_LTLC,1.5,1.0,,0.741873362599732,0.5759335075296583,0.7045239844652041,0.6253130051922019,6.635551990111849
Qingyun,42,Original_LTLC,1.5,1.5,,0.7105976314701564,0.5513486291198043,0.6822014625100591,0.6010112690608591,7.168384265539256
Qingyun,42,Original_LTLC,1.5,2.0,,0.6807982327232279,0.5371252205665954,0.6627129911479654,0.5805019202484327,7.897778334157201
Qingyun,42,Original_LTLC,1.75,0.0,,0.7677954596448688,0.6654007910330172,0.7239074909905182,0.6452350574466775,6.141570593047412
Qingyun,42,Original_LTLC,1.75,0.25,,0.7664430248173325,0.6216114894226451,0.7183443546411952,0.6397606718210163,6.271023783708873
Qingyun,42,Original_LTLC,1.75,0.5,,0.7565775984047568,0.5942750219206575,0.7118365347608551,0.6331379521762882,6.442896741684793
Qingyun,42,Original_LTLC,1.75,0.75,,0.7418852196854786,0.575922606961798,0.7032993947027746,0.6241161975900974,6.666801658551719
Qingyun,42,Original_LTLC,1.75,1.0,,0.7223463909424304,0.558166185679024,0.6887442706693258,0.608047868824542,6.9537943191077
Qingyun,42,Original_LTLC,1.75,1.5,,0.68924311393898,0.5400269725311574,0.6665267135509604,0.5845507483687967,7.728914742104795
Qingyun,42,Original_LTLC,1.75,2.0,,0.6553236726285535,0.5242572253779799,0.6380112662258144,0.5551933052475916,8.790750728269789
Qingyun,42,Original_LTLC,2.0,0.0,,0.7710385189910326,0.6517651272921812,0.7209334872817607,0.6424951398533979,6.2225330538326435
Qingyun,42,Original_LTLC,2.0,0.25,,0.7626514163211814,0.605503162176778,0.7134110073125502,0.6348078605091054,6.394743596040191
Qingyun,42,Original_LTLC,2.0,0.5,,0.7454088875273176,0.5801222469767414,0.7043140547916448,0.6252351628182785,6.629190362255799
Qingyun,42,Original_LTLC,2.0,0.75,,0.7252539600195234,0.5595176269268297,0.6888492355061054,0.6082898845577961,6.941346880394929
Qingyun,42,Original_LTLC,2.0,1.0,,0.7085228945727332,0.5483592375802867,0.6767432909975158,0.5954071907037779,7.341407925254424
Qingyun,42,Original_LTLC,2.0,1.5,,0.66614056057617,0.5282241622665783,0.6464434414471152,0.5637855985569369,8.40886815019738
Qingyun,42,Original_LTLC,2.0,2.0,,0.6214881742217766,0.5081754471194384,0.6080263111857528,0.524498220811926,9.897344839323875
Qingyun,42,R1,0.0,,0.0,0.7638322808613521,0.7018945170739306,0.7413316538959449,0.6631432331355005,5.748202758366621
Qingyun,42,R1,0.0,,0.25,0.766819745935852,0.7015110571326035,0.7402120289702949,0.6620376410356603,5.781805117146904
Qingyun,42,R1,0.0,,0.5,0.7679869359289215,0.6974429539395413,0.7386025681396732,0.6603429482591734,5.817973177270778
Qingyun,42,R1,0.0,,0.75,0.7671054241667408,0.690647379883209,0.7368181659144186,0.6584505745166743,5.857425764970898
Qingyun,42,R1,0.0,,1.0,0.7672760003721445,0.6788954224890956,0.7350687519680907,0.6567006393050276,5.901371869548793
Qingyun,42,R1,0.0,,1.5,0.7615808948997329,0.6343126698864706,0.729400650781988,0.6507362589206587,6.01196977472141
Qingyun,42,R1,0.0,,2.0,0.7504371354017674,0.5976262854485805,0.7218781708127777,0.6429482083945309,6.173404047911304
Qingyun,42,R1,0.25,,0.0,0.7670046537078138,0.7015672260090597,0.7398971344599559,0.6617113052762646,5.791056197548952
Qingyun,42,R1,0.25,,0.25,0.7682865759896167,0.699063642973487,0.7384626150239669,0.6602473974854253,5.8275603124144375
Qingyun,42,R1,0.25,,0.5,0.7674655388693066,0.6938363652101938,0.7367481893565655,0.6584529110316911,5.867173302601206
Qingyun,42,R1,0.25,,0.75,0.7679456582600593,0.6830210958633032,0.7347888457366782,0.6564424530264216,5.910917216343252
Qingyun,42,R1,0.25,,1.0,0.7668161709999476,0.6670093155544167,0.7322347013750393,0.6537385317974027,5.960533991803241
Qingyun,42,R1,0.25,,1.5,0.7608547910248308,0.6203543989110128,0.726146740841818,0.6474599711929644,6.08897751264399
Qingyun,42,R1,0.25,,2.0,0.7492325935024661,0.5909014838754219,0.7184843077569014,0.6395886996630094,6.275115006642986
Qingyun,42,R1,0.5,,0.0,0.7682566278486876,0.6998903903541899,0.7378328260032889,0.6595570189183521,5.83738952747526
Qingyun,42,R1,0.5,,0.25,0.7679182739462472,0.6945646202061869,0.7362583534515937,0.6579376158495994,5.877269260945454
Qingyun,42,R1,0.5,,0.5,0.7684256527075606,0.6859714207603441,0.7343339981106329,0.6559771037032459,5.920988412638542
Qingyun,42,R1,0.5,,0.75,0.7667685843545796,0.6730420969469787,0.7320597599804065,0.6536000980394917,5.97001800665189
Qingyun,42,R1,0.5,,1.0,0.7647459887510744,0.6499838978300374,0.7292606976662818,0.6507116744930878,6.026755547016065
Qingyun,42,R1,0.5,,1.5,0.7570962982315649,0.6070460222579335,0.7218781708127777,0.6430614232177962,6.176074195981264
Qingyun,42,R1,0.5,,2.0,0.7460446637543017,0.5845209926916658,0.7144256674014205,0.6354660070815173,6.388117139587472
Qingyun,42,R1,0.75,,0.0,0.7685030468395725,0.6961662256628999,0.7360134354991078,0.6577425046403287,5.887684055804961
Qingyun,42,R1,0.75,,0.25,0.769386666763079,0.6899641466089124,0.7340540918792204,0.6557239358967073,5.931532943379487
Qingyun,42,R1,0.75,,0.5,0.7666600183425994,0.6771461488821154,0.7318148420279207,0.6534321547339473,5.980229376285633
Qingyun,42,R1,0.75,,0.75,0.7675149199114566,0.6592997815044287,0.7292956859452083,0.6508448354242521,6.0358294008163895
Qingyun,42,R1,0.75,,1.0,0.7643639745556213,0.6326680039174598,0.7259717994471852,0.6473887972123489,6.101322029927434
Qingyun,42,R1,0.75,,1.5,0.7566781789894983,0.5974399340116378,0.718519296035828,0.6397790911976892,6.273842516706681
Qingyun,42,R1,0.75,,2.0,0.7422479310159651,0.5786907293261244,0.7104719918827193,0.631543488397544,6.513058132657772
Qingyun,42,R1,1.0,,0.0,0.7697751396319931,0.6924765599378544,0.733459291137469,0.6551180397200351,5.942505186150082
Qingyun,42,R1,1.0,,0.25,0.7675528166262219,0.6817232401135396,0.7313599944018754,0.6529605074919433,5.991090276654884
Qingyun,42,R1,1.0,,0.5,0.7681697218834854,0.6672704318143398,0.7289458031559427,0.6504978645662812,6.0458907849593375
Qingyun,42,R1,1.0,,0.75,0.7651992323509664,0.6413666154824332,0.7253769987054337,0.646705118771032,6.1095806175627425
Qingyun,42,R1,1.0,,1.0,0.7627378688696226,0.6175600175833466,0.7219831356495574,0.6433151904612382,6.185372110815965
Qingyun,42,R1,1.0,,1.5,0.7511879801578588,0.589358436452662,0.714390679122494,0.6355660226067725,6.3826531786953264
Qingyun,42,R1,1.0,,2.0,0.7351837399910061,0.5710464849304904,0.7037542423288199,0.6243006081044954,6.650931420992957
Qingyun,42,R1,1.25,,0.0,0.7675390087878681,0.6856467584076946,0.7306952171022707,0.6522828600929289,6.002531834865653
Qingyun,42,R1,1.25,,0.25,0.7677051248365757,0.6720618142395516,0.7281760610195585,0.6496430527917383,6.056838053058412
Qingyun,42,R1,1.25,,0.5,0.7672421590274895,0.6500065188637731,0.7249221510793884,0.6462410366213867,6.11911369276683
Qingyun,42,R1,1.25,,0.75,0.7653687619345805,0.6246183868103715,0.7218781708127777,0.6432408383017346,6.192444055098715
Qingyun,42,R1,1.25,,1.0,0.762624740017474,0.6064395955642325,0.7180644484097827,0.6394370863858215,6.279723887493915
Qingyun,42,R1,1.25,,1.5,0.7450073910071807,0.5820903630056883,0.7097722263041881,0.6307915204026547,6.502973428569508
Qingyun,42,R1,1.25,,2.0,0.7254998503735207,0.5624051579482382,0.6949721843182534,0.6146141886852431,6.802723680473591
Qingyun,42,R1,1.5,,0.0,0.7686421762058964,0.6768577757430817,0.7278261782302928,0.6493507094460392,6.068574959843965
Qingyun,42,R1,1.5,,0.25,0.7677097638632643,0.6585080924315931,0.7244323151744165,0.64574890251327,6.129814880386061
Qingyun,42,R1,1.5,,0.5,0.7676226416783803,0.6325305774719573,0.7217032294181449,0.6431305768187693,6.201055401153037
Qingyun,42,R1,1.5,,0.75,0.7638575286018753,0.61086760601211,0.7175396242258844,0.638877606866684,6.2853400912408155
Qingyun,42,R1,1.5,,1.0,0.7585099840592764,0.597017324394502,0.7142157377278612,0.6355778586269876,6.3848600836620095
Qingyun,42,R1,1.5,,1.5,0.741873362599732,0.5759335075296583,0.7045239844652041,0.6253130051922019,6.635551990111849
Qingyun,42,R1,1.5,,2.0,0.7214807004643281,0.5575621966423885,0.6887792589482523,0.6080257601402626,6.968649637293962
Qingyun,42,R1,1.75,,0.0,0.7677954596448688,0.6654007910330172,0.7239074909905182,0.6452350574466775,6.141570593047412
Qingyun,42,R1,1.75,,0.25,0.7681682132559393,0.6409652918842405,0.721213393513173,0.642657711270151,6.211120570058611
Qingyun,42,R1,1.75,,0.5,0.7650639308214666,0.6163459446826193,0.7175046359469578,0.6389449682651592,6.292704652442946
Qingyun,42,R1,1.75,,0.75,0.7609809432406954,0.6013550729321735,0.7137958783807424,0.6352096235816471,6.3888476608791365
Qingyun,42,R1,1.75,,1.0,0.7522700755310102,0.5877354352699927,0.7094923200727756,0.6306725673758802,6.501166257712356
Qingyun,42,R1,1.75,,1.5,0.7325043873683673,0.5666862737360094,0.6965816451488751,0.6166252563609375,6.781426967150792
Qingyun,42,R1,1.75,,2.0,0.7151562625739504,0.5526839745603888,0.6825513452993247,0.6014780645816988,7.148306598922643
Qingyun,42,R1,2.0,,0.0,0.7710385189910326,0.6517651272921812,0.7209334872817607,0.6424951398533979,6.2225330538326435
Qingyun,42,R1,2.0,,0.25,0.7673176140322107,0.6237523600058198,0.717329694552325,0.6388523617483214,6.301765628691549
Qingyun,42,R1,2.0,,0.5,0.7626514163211814,0.605503162176778,0.7134110073125502,0.6348078605091054,6.394743596040191
Qingyun,42,R1,2.0,,0.75,0.7557534166395067,0.5911288164385752,0.7088625310520975,0.6300383703204476,6.503359508126905
Qingyun,42,R1,2.0,,1.0,0.7454088875273176,0.5801222469767414,0.7043140547916448,0.6252351628182785,6.629190362255799
Qingyun,42,R1,2.0,,1.5,0.7252539600195234,0.5595176269268297,0.6888492355061054,0.6082898845577961,6.941346880394929
Qingyun,42,R1,2.0,,2.0,0.7085228945727332,0.5483592375802867,0.6767432909975158,0.5954071907037779,7.341407925254424
Qingyun,42,Standard_LA,0.0,,,0.7638322808613521,0.7018945170739306,0.7413316538959449,0.6631432331355005,5.748202758366621
Qingyun,42,Standard_LA,0.25,,,0.7670046537078138,0.7015672260090597,0.7398971344599559,0.6617113052762646,5.791056197548952
Qingyun,42,Standard_LA,0.5,,,0.7682566278486876,0.6998903903541899,0.7378328260032889,0.6595570189183521,5.83738952747526
Qingyun,42,Standard_LA,0.75,,,0.7685030468395725,0.6961662256628999,0.7360134354991078,0.6577425046403287,5.887684055804961
Qingyun,42,Standard_LA,1.0,,,0.7697751396319931,0.6924765599378544,0.733459291137469,0.6551180397200351,5.942505186150082
Qingyun,42,Standard_LA,1.25,,,0.7675390087878681,0.6856467584076946,0.7306952171022707,0.6522828600929289,6.002531834865653
Qingyun,42,Standard_LA,1.5,,,0.7686421762058964,0.6768577757430817,0.7278261782302928,0.6493507094460392,6.068574959843965
Qingyun,42,Standard_LA,1.75,,,0.7677954596448688,0.6654007910330172,0.7239074909905182,0.6452350574466775,6.141570593047412
Qingyun,42,Standard_LA,2.0,,,0.7710385189910326,0.6517651272921812,0.7209334872817607,0.6424951398533979,6.2225330538326435
Qingyun,123,Original_LTLC,0.0,0.0,,0.7509687982243811,0.6942404324616426,0.7384626150239669,0.6578576191554503,2.681491778716439
